VARIABLE NAME,developer-friendly name,NAME OF DATA ELEMENT,SOURCE,dev-category
BBRR1_FED_PELL_DISCHARGE,1_yr_bb_fed_repayment.pell.discharge,Percentage of Pell Grant recipient federal student loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_N,1_yr_bb_fed_repayment.non_pell.count,Non-Pell Grant recipient federal student loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_FED_NOPELL_DFLT,1_yr_bb_fed_repayment.non_pell.default,Percentage of non-Pell Grant recipient federal student loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_DLNQ,1_yr_bb_fed_repayment.non_pell.delinquent,Percentage of non-Pell Grant recipient federal student loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_FBR,1_yr_bb_fed_repayment.non_pell.forbearance,Percentage of non-Pell Grant recipient federal student loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_DFR,1_yr_bb_fed_repayment.non_pell.deferment,Percentage of non-Pell Grant recipient federal student loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_NOPROG,1_yr_bb_fed_repayment.non_pell.noprogress,Percentage of non-Pell Grant recipient federal student loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_MAKEPROG,1_yr_bb_fed_repayment.non_pell.makingprogress,Percentage of non-Pell Grant recipient federal student loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_PAIDINFULL,1_yr_bb_fed_repayment.non_pell.fullypaid,Percentage of non-Pell Grant recipient federal student loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_FED_NOPELL_DISCHARGE,1_yr_bb_fed_repayment.non_pell.discharge,Percentage of non-Pell Grant recipient federal student loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_FED_MALE_N,1_yr_bb_fed_repayment.male.count,Male federal student loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_FED_MALE_DFLT,1_yr_bb_fed_repayment.male.default,Percentage of male federal student loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_FED_MALE_DLNQ,1_yr_bb_fed_repayment.male.delinquent,Percentage of male federal student loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_FED_MALE_FBR,1_yr_bb_fed_repayment.male.forbearance,Percentage of male federal student loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_FED_MALE_DFR,1_yr_bb_fed_repayment.male.deferment,Percentage of male federal student loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_FED_MALE_NOPROG,1_yr_bb_fed_repayment.male.noprogress,Percentage of male federal student loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_FED_MALE_MAKEPROG,1_yr_bb_fed_repayment.male.makingprogress,Percentage of male federal student loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_FED_MALE_PAIDINFULL,1_yr_bb_fed_repayment.male.fullypaid,Percentage of male federal student loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_FED_MALE_DISCHARGE,1_yr_bb_fed_repayment.male.discharge,Percentage of male federal student loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_N,1_yr_bb_fed_repayment.non_male.count,Non-male federal student loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_FED_NOMALE_DFLT,1_yr_bb_fed_repayment.non_male.default,Percentage of non-male federal student loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_DLNQ,1_yr_bb_fed_repayment.non_male.delinquent,Percentage of non-male federal student loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_FBR,1_yr_bb_fed_repayment.non_male.forbearance,Percentage of non-male federal student loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_DFR,1_yr_bb_fed_repayment.non_male.deferment,Percentage of non-male federal student loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_NOPROG,1_yr_bb_fed_repayment.non_male.noprogress,Percentage of non-male federal student loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_MAKEPROG,1_yr_bb_fed_repayment.non_male.makingprogress,Percentage of non-male federal student loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_PAIDINFULL,1_yr_bb_fed_repayment.non_male.fullypaid,Percentage of non-male federal student loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_FED_NOMALE_DISCHARGE,1_yr_bb_fed_repayment.non_male.discharge,Percentage of non-male federal student loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_PP_IND_N,1_yr_bb_pp_repayment.independent.count,Independent student Parent PLUS Loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_PP_IND_DFLT,1_yr_bb_pp_repayment.independent.default,Percentage of independent student Parent PLUS Loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_PP_IND_DLNQ,1_yr_bb_pp_repayment.independent.delinquent,Percentage of independent student Parent PLUS Loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_PP_IND_FBR,1_yr_bb_pp_repayment.independent.forbearance,Percentage of independent student Parent PLUS Loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_PP_IND_DFR,1_yr_bb_pp_repayment.independent.deferment,Percentage of independent student Parent PLUS Loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_PP_IND_NOPROG,1_yr_bb_pp_repayment.independent.noprogress,Percentage of independent student Parent PLUS Loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_PP_IND_MAKEPROG,1_yr_bb_pp_repayment.independent.makingprogress,Percentage of independent student Parent PLUS Loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_PP_IND_PAIDINFULL,1_yr_bb_pp_repayment.independent.fullypaid,Percentage of independent student Parent PLUS Loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_PP_IND_DISCHARGE,1_yr_bb_pp_repayment.independent.discharge,Percentage of independent student Parent PLUS Loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_PP_DEP_N,1_yr_bb_pp_repayment.dependent.count,Dependent student Parent PLUS Loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_PP_DEP_DFLT,1_yr_bb_pp_repayment.dependent.default,Percentage of dependent student Parent PLUS Loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_PP_DEP_DLNQ,1_yr_bb_pp_repayment.dependent.delinquent,Percentage of dependent student Parent PLUS Loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_PP_DEP_FBR,1_yr_bb_pp_repayment.dependent.forbearance,Percentage of dependent student Parent PLUS Loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_PP_DEP_DFR,1_yr_bb_pp_repayment.dependent.deferment,Percentage of dependent student Parent PLUS Loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_PP_DEP_NOPROG,1_yr_bb_pp_repayment.dependent.noprogress,Percentage of dependent student Parent PLUS Loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_PP_DEP_MAKEPROG,1_yr_bb_pp_repayment.dependent.makingprogress,Percentage of dependent student Parent PLUS Loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_PP_DEP_PAIDINFULL,1_yr_bb_pp_repayment.dependent.fullypaid,Percentage of dependent student Parent PLUS Loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_PP_DEP_DISCHARGE,1_yr_bb_pp_repayment.dependent.discharge,Percentage of dependent student Parent PLUS Loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_PP_PELL_N,1_yr_bb_pp_repayment.pell.count,Pell Grant recipient student Parent PLUS Loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_PP_PELL_DFLT,1_yr_bb_pp_repayment.pell.default,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_PP_PELL_DLNQ,1_yr_bb_pp_repayment.pell.delinquent,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_PP_PELL_FBR,1_yr_bb_pp_repayment.pell.forbearance,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_PP_PELL_DFR,1_yr_bb_pp_repayment.pell.deferment,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_PP_PELL_NOPROG,1_yr_bb_pp_repayment.pell.noprogress,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_PP_PELL_MAKEPROG,1_yr_bb_pp_repayment.pell.makingprogress,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_PP_PELL_PAIDINFULL,1_yr_bb_pp_repayment.pell.fullypaid,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_PP_PELL_DISCHARGE,1_yr_bb_pp_repayment.pell.discharge,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_N,1_yr_bb_pp_repayment.non_pell.count,Non-Pell Grant recipient student Parent PLUS Loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_PP_NOPELL_DFLT,1_yr_bb_pp_repayment.non_pell.default,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_DLNQ,1_yr_bb_pp_repayment.non_pell.delinquent,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_FBR,1_yr_bb_pp_repayment.non_pell.forbearance,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_DFR,1_yr_bb_pp_repayment.non_pell.deferment,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_NOPROG,1_yr_bb_pp_repayment.non_pell.noprogress,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_MAKEPROG,1_yr_bb_pp_repayment.non_pell.makingprogress,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_PAIDINFULL,1_yr_bb_pp_repayment.non_pell.fullypaid,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_PP_NOPELL_DISCHARGE,1_yr_bb_pp_repayment.non_pell.discharge,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_PP_MALE_N,1_yr_bb_pp_repayment.male.count,Male student Parent PLUS Loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_PP_MALE_DFLT,1_yr_bb_pp_repayment.male.default,Percentage of male student Parent PLUS Loan borrowers in default after 1 year,NSLDS,repayment
BBRR1_PP_MALE_DLNQ,1_yr_bb_pp_repayment.male.delinquent,Percentage of male student Parent PLUS Loan borrowers in delinquency after 1 year,NSLDS,repayment
BBRR1_PP_MALE_FBR,1_yr_bb_pp_repayment.male.forbearance,Percentage of male student Parent PLUS Loan borrowers in forbearance after 1 year,NSLDS,repayment
BBRR1_PP_MALE_DFR,1_yr_bb_pp_repayment.male.deferment,Percentage of male student Parent PLUS Loan borrowers in deferment after 1 year,NSLDS,repayment
BBRR1_PP_MALE_NOPROG,1_yr_bb_pp_repayment.male.noprogress,Percentage of male student Parent PLUS Loan borrowers not making progress after 1 year,NSLDS,repayment
BBRR1_PP_MALE_MAKEPROG,1_yr_bb_pp_repayment.male.makingprogress,Percentage of male student Parent PLUS Loan borrowers making progress after 1 year,NSLDS,repayment
BBRR1_PP_MALE_PAIDINFULL,1_yr_bb_pp_repayment.male.fullypaid,Percentage of male student Parent PLUS Loan borrowers paid in full after 1 year,NSLDS,repayment
BBRR1_PP_MALE_DISCHARGE,1_yr_bb_pp_repayment.male.discharge,Percentage of male student Parent PLUS Loan borrowers with all loans discharged after 1 year,NSLDS,repayment
BBRR1_PP_NOMALE_N,1_yr_bb_pp_repayment.non_male.count,Non-male student Parent PLUS Loan borrower-based 1-year borrower count,NSLDS,repayment
BBRR1_PP_NOMALE_DFLT,1_yr_bb_pp_repayment.non_male.default,Percentage of non-male student Parent PLUS Loan borrowers in default after 1 year,NSLDS,repayment
